chembl	schembl_id	name
CHEMBL1825135	SCHEMBL1581955	CHEMBL1825135
CHEMBL1825136	SCHEMBL1582007	CHEMBL1825136
CHEMBL1825137	SCHEMBL1582362	CHEMBL1825137
CHEMBL1824866	SCHEMBL487623	CHEMBL1824866
CHEMBL1824872	SCHEMBL487696	CHEMBL1824872
CHEMBL1824888	SCHEMBL5255264	CHEMBL1824888
CHEMBL1825141	SCHEMBL14811801	(S)-crizotinib
CHEMBL491473	SCHEMBL63147	Cediranib
CHEMBL1908396	SCHEMBL4475167	Ki20227
CHEMBL1289926	SCHEMBL172918	Axitinib
CHEMBL1236107	SCHEMBL4496422	SGX-523
CHEMBL1927770	SCHEMBL1564918	CHEMBL1927770
CHEMBL1927771	SCHEMBL1565259	CHEMBL1927771
CHEMBL1927769	SCHEMBL1459261	CHEMBL1927769
CHEMBL1927768	SCHEMBL1458372	CHEMBL1927768
CHEMBL1927772	SCHEMBL1459321	CHEMBL1927772
CHEMBL1164265	SCHEMBL1601297	CHEMBL1164265
CHEMBL1983025	SCHEMBL3528505	Kinome_465
CHEMBL2001257	SCHEMBL3530859	Kinome_493
CHEMBL2000029	SCHEMBL3672870	Kinome_875
CHEMBL1965570	SCHEMBL3529252	Kinome_433
CHEMBL402846	SCHEMBL1702967	CHEMBL402846
CHEMBL220057	SCHEMBL419365	CHEMBL220057
CHEMBL2001019	SCHEMBL93550	PF-04217903
CHEMBL1164180	SCHEMBL1601065	CHEMBL1164180
CHEMBL185569	SCHEMBL1335520	CHEMBL185569
CHEMBL2004311	SCHEMBL1334358	Kinome_419
CHEMBL1988594	SCHEMBL5478260	Kinome_548
CHEMBL260092	SCHEMBL1718775	CHEMBL260092
CHEMBL1970203	SCHEMBL4762855	Kinome_552
CHEMBL474432	SCHEMBL5058278	Kinome_3461
CHEMBL1979577	SCHEMBL3533678	CHEMBL1979577
CHEMBL1970083	SCHEMBL3529804	Kinome_421
CHEMBL1993722	SCHEMBL422640	Kinome_2201
CHEMBL1983980	SCHEMBL3360873	Kinome_3675
CHEMBL1879463	SCHEMBL143623	dactolisib
CHEMBL1996510	SCHEMBL2493700	CHEMBL1996510
CHEMBL1971227	SCHEMBL7676009	Kinome_3842
CHEMBL1998585	SCHEMBL546436	1-[4-(4-Aminothieno[2,3-D]pyrimidin-5-Yl)phenyl]-3-[2-Fluoro-5-(Trifluoromethyl)phenyl]urea
CHEMBL2004025	SCHEMBL7235355	Kinome_3615
CHEMBL1421720	SCHEMBL6230182	N-(1,3-benzothiazol-2-yl)-2-thiophen-2-ylacetamide
CHEMBL1971021	SCHEMBL1333533	Kinome_523
CHEMBL1979883	SCHEMBL3531600	CHEMBL1979883
CHEMBL196363	SCHEMBL232042	GDP366
CHEMBL1964441	SCHEMBL3528658	CHEMBL1964441
CHEMBL404367	SCHEMBL1702898	CHEMBL404367
CHEMBL2032023	SCHEMBL198326	CHEMBL2032023
CHEMBL2032022	SCHEMBL197924	CHEMBL2032022
CHEMBL2032020	SCHEMBL783420	CHEMBL2032020
CHEMBL2032019	SCHEMBL197905	CHEMBL2032019
CHEMBL2032018	SCHEMBL199324	CHEMBL2032018
CHEMBL2032017	SCHEMBL198072	CHEMBL2032017
CHEMBL2032016	SCHEMBL199399	CHEMBL2032016
CHEMBL2032015	SCHEMBL197786	CHEMBL2032015
CHEMBL2032014	SCHEMBL200741	CHEMBL2032014
CHEMBL2032013	SCHEMBL197515	CHEMBL2032013
CHEMBL2031913	SCHEMBL197700	CHEMBL2031913
CHEMBL2031912	SCHEMBL783369	CHEMBL2031912
CHEMBL2031911	SCHEMBL783468	CHEMBL2031911
CHEMBL2031907	SCHEMBL198025	CHEMBL2031907
CHEMBL2031906	SCHEMBL197815	CHEMBL2031906
CHEMBL2031905	SCHEMBL200662	CHEMBL2031905
CHEMBL2031904	SCHEMBL2742474	CHEMBL2031904
CHEMBL2031903	SCHEMBL199435	CHEMBL2031903
CHEMBL2031902	SCHEMBL200876	CHEMBL2031902
CHEMBL2031901	SCHEMBL199328	CHEMBL2031901
CHEMBL2031898	SCHEMBL198114	CHEMBL2031898
CHEMBL2031897	SCHEMBL201101	CHEMBL2031897
CHEMBL2031896	SCHEMBL197963	CHEMBL2031896
CHEMBL2032033	SCHEMBL5056211	CHEMBL2032033
CHEMBL2032039	SCHEMBL9910303	CHEMBL2032039
CHEMBL2029988	SCHEMBL1015932	CEP-32496
CHEMBL2032031	SCHEMBL198260	CHEMBL2032031
CHEMBL2032030	SCHEMBL198255	CHEMBL2032030
CHEMBL2029375	SCHEMBL197991	CHEMBL2029375
CHEMBL2032029	SCHEMBL198117	CHEMBL2032029
CHEMBL2032028	SCHEMBL197995	SCHEMBL197995
CHEMBL2032027	SCHEMBL199388	CHEMBL2032027
CHEMBL2032026	SCHEMBL199635	CHEMBL2032026
CHEMBL2032025	SCHEMBL198400	CHEMBL2032025
CHEMBL2032024	SCHEMBL197413	CHEMBL2032024
CHEMBL2029688	SCHEMBL186916	CHEMBL2029688
CHEMBL2029561	SCHEMBL187673	CHEMBL2029561
CHEMBL2029562	SCHEMBL186268	CHEMBL2029562
CHEMBL2029563	SCHEMBL187676	CHEMBL2029563
CHEMBL2029564	SCHEMBL186910	CHEMBL2029564
CHEMBL2029565	SCHEMBL187636	CHEMBL2029565
CHEMBL2029678	SCHEMBL187800	CHEMBL2029678
CHEMBL2029679	SCHEMBL187108	CHEMBL2029679
CHEMBL2029680	SCHEMBL187411	CHEMBL2029680
CHEMBL2029681	SCHEMBL186539	CHEMBL2029681
CHEMBL2029682	SCHEMBL187190	CHEMBL2029682
CHEMBL2029683	SCHEMBL186652	CHEMBL2029683
CHEMBL2029684	SCHEMBL187509	CHEMBL2029684
CHEMBL2029685	SCHEMBL186086	CHEMBL2029685
CHEMBL2029686	SCHEMBL187387	CHEMBL2029686
CHEMBL2029687	SCHEMBL186449	CHEMBL2029687
CHEMBL2071449	SCHEMBL12967819	CHEMBL2071449
CHEMBL2071450	SCHEMBL12967809	CHEMBL2071450
CHEMBL2071451	SCHEMBL12967818	CHEMBL2071451
CHEMBL2071452	SCHEMBL12968054	CHEMBL2071452
CHEMBL2071454	SCHEMBL12967837	CHEMBL2071454
CHEMBL2170956	SCHEMBL5888321	CHEMBL2170956
CHEMBL2170809	SCHEMBL2573976	CHEMBL2170809
CHEMBL2170808	SCHEMBL2569653	CHEMBL2170808
CHEMBL2170807	SCHEMBL2571830	CHEMBL2170807
CHEMBL2170806	SCHEMBL2569977	CHEMBL2170806
CHEMBL2170805	SCHEMBL3318432	CHEMBL2170805
CHEMBL2170955	SCHEMBL3318147	CHEMBL2170955
CHEMBL2170954	SCHEMBL2571529	CHEMBL2170954
CHEMBL2170953	SCHEMBL2573410	CHEMBL2170953
CHEMBL2170952	SCHEMBL2575337	CHEMBL2170952
CHEMBL2170951	SCHEMBL2573179	CHEMBL2170951
CHEMBL2170950	SCHEMBL2570676	CHEMBL2170950
CHEMBL2170949	SCHEMBL2569157	CHEMBL2170949
CHEMBL2170948	SCHEMBL13315298	CHEMBL2170948
CHEMBL2170947	SCHEMBL2569644	CHEMBL2170947
CHEMBL2170946	SCHEMBL2572849	CHEMBL2170946
CHEMBL2170820	SCHEMBL2569065	CHEMBL2170820
CHEMBL2170819	SCHEMBL2573354	CHEMBL2170819
CHEMBL2170818	SCHEMBL2571941	CHEMBL2170818
CHEMBL2170816	SCHEMBL2566579	CHEMBL2170816
CHEMBL2170814	SCHEMBL2569415	CHEMBL2170814
CHEMBL2169896	SCHEMBL2565839	CHEMBL2169896
CHEMBL2170817	SCHEMBL2571903	CHEMBL2170817
CHEMBL2170957	SCHEMBL5228728	CHEMBL2170957
CHEMBL2323775	SCHEMBL400306	MK-8033
CHEMBL2323777	SCHEMBL398538	CHEMBL2323777
CHEMBL2323774	SCHEMBL399360	CHEMBL2323774
CHEMBL2323773	SCHEMBL399383	CHEMBL2323773
CHEMBL2323772	SCHEMBL399800	CHEMBL2323772
CHEMBL2323770	SCHEMBL400331	CHEMBL2323770
CHEMBL2324128	SCHEMBL399334	CHEMBL2324128
CHEMBL2324127	SCHEMBL400112	CHEMBL2324127
CHEMBL2324126	SCHEMBL399926	CHEMBL2324126
CHEMBL2324125	SCHEMBL400072	CHEMBL2324125
CHEMBL2324122	SCHEMBL397499	CHEMBL2324122
CHEMBL2324121	SCHEMBL400059	CHEMBL2324121
CHEMBL2324119	SCHEMBL399285	CHEMBL2324119
CHEMBL2324118	SCHEMBL401276	CHEMBL2324118
CHEMBL2376648	SCHEMBL15131466	X-396
CHEMBL2385182	SCHEMBL16207541	CHEMBL2385182
CHEMBL2385173	SCHEMBL16207418	CHEMBL2385173
CHEMBL2385185	SCHEMBL16207412	CHEMBL2385185
CHEMBL2385198	SCHEMBL16207406	CHEMBL2385198
CHEMBL2385193	SCHEMBL16207503	CHEMBL2385193
CHEMBL2385186	SCHEMBL16207557	CHEMBL2385186
CHEMBL2385184	SCHEMBL2869076	CHEMBL2385184
CHEMBL2385177	SCHEMBL16207576	CHEMBL2385177
CHEMBL2385199	SCHEMBL16207417	CHEMBL2385199
CHEMBL2385197	SCHEMBL16207534	CHEMBL2385197
CHEMBL2385191	SCHEMBL16207368	CHEMBL2385191
CHEMBL2385204	SCHEMBL16207518	CHEMBL2385204
CHEMBL2385203	SCHEMBL16207562	CHEMBL2385203
CHEMBL2385206	SCHEMBL16207569	CHEMBL2385206
CHEMBL2385205	SCHEMBL16207435	CHEMBL2385205
CHEMBL2385188	SCHEMBL16207408	CHEMBL2385188
CHEMBL2385201	SCHEMBL16207440	CHEMBL2385201
CHEMBL2385202	SCHEMBL16207464	CHEMBL2385202
CHEMBL2385175	SCHEMBL16207489	CHEMBL2385175
CHEMBL2385195	SCHEMBL16207400	CHEMBL2385195
CHEMBL2401833	SCHEMBL2421240	CHEMBL2401833
CHEMBL2401819	SCHEMBL2424779	CHEMBL2401819
CHEMBL2401829	SCHEMBL2425354	CHEMBL2401829
CHEMBL2401814	SCHEMBL2428419	CHEMBL2401814
CHEMBL2401832	SCHEMBL2422110	CHEMBL2401832
CHEMBL2401827	SCHEMBL2424492	CHEMBL2401827
CHEMBL2401821	SCHEMBL2424880	CHEMBL2401821
CHEMBL2401830	SCHEMBL2420887	CHEMBL2401830
CHEMBL2401818	SCHEMBL2428646	CHEMBL2401818
CHEMBL2401834	SCHEMBL2429915	SCHEMBL2429915
CHEMBL2401823	SCHEMBL2421984	CHEMBL2401823
CHEMBL2401815	SCHEMBL2419830	CHEMBL2401815
CHEMBL2401813	SCHEMBL2426856	CHEMBL2401813
CHEMBL2401807	SCHEMBL2430008	CHEMBL2401807
CHEMBL2401828	SCHEMBL2420579	CHEMBL2401828
CHEMBL2401806	SCHEMBL2424167	CHEMBL2401806
CHEMBL2401831	SCHEMBL2425722	CHEMBL2401831
CHEMBL2401824	SCHEMBL2422548	CHEMBL2401824
CHEMBL2401835	SCHEMBL12287918	CHEMBL2401835
CHEMBL2401826	SCHEMBL2422645	CHEMBL2401826
CHEMBL2401820	SCHEMBL2425520	CHEMBL2401820
CHEMBL2401816	SCHEMBL2423744	CHEMBL2401816
CHEMBL2401812	SCHEMBL2428798	CHEMBL2401812
CHEMBL2401817	SCHEMBL2421302	CHEMBL2401817
CHEMBL2401808	SCHEMBL2425310	CHEMBL2401808
CHEMBL2401740	SCHEMBL12288078	CHEMBL2401740
CHEMBL2401811	SCHEMBL2428651	CHEMBL2401811
CHEMBL2401810	SCHEMBL2420736	CHEMBL2401810
CHEMBL2401825	SCHEMBL2420933	CHEMBL2401825
CHEMBL2431819	SCHEMBL4197071	CHEMBL2431819
CHEMBL2431836	SCHEMBL4201221	CHEMBL2431836
CHEMBL2431837	SCHEMBL3589426	CHEMBL2431837
CHEMBL2431838	SCHEMBL4189817	CHEMBL2431838
CHEMBL2431815	SCHEMBL4199594	CHEMBL2431815
CHEMBL2431818	SCHEMBL9910362	CHEMBL2431818
CHEMBL2431839	SCHEMBL9910382	CHEMBL2431839
CHEMBL2429888	SCHEMBL12060673	CHEMBL2429888
CHEMBL2431840	SCHEMBL4199972	CHEMBL2431840
CHEMBL2431841	SCHEMBL2492185	CHEMBL2431841
CHEMBL2431821	SCHEMBL14346082	CHEMBL2431821
CHEMBL2431826	SCHEMBL3604180	CHEMBL2431826
CHEMBL2431827	SCHEMBL4202275	CHEMBL2431827
CHEMBL2431834	SCHEMBL2568394	CHEMBL2431834
CHEMBL2431835	SCHEMBL2569352	CHEMBL2431835
CHEMBL2431820	SCHEMBL14346083	CHEMBL2431820
CHEMBL2442125	SCHEMBL12968053	CHEMBL2442125
CHEMBL2442112	SCHEMBL12967784	CHEMBL2442112
CHEMBL2442124	SCHEMBL12967785	CHEMBL2442124
CHEMBL2442119	SCHEMBL12967828	CHEMBL2442119
CHEMBL2442118	SCHEMBL12967808	CHEMBL2442118
CHEMBL2442117	SCHEMBL12967826	CHEMBL2442117
CHEMBL2442115	SCHEMBL12967825	CHEMBL2442115
CHEMBL2442114	SCHEMBL12967812	CHEMBL2442114
CHEMBL2442113	SCHEMBL12967827	CHEMBL2442113
CHEMBL2442140	SCHEMBL12967805	CHEMBL2442140
CHEMBL2442139	SCHEMBL12967822	CHEMBL2442139
CHEMBL2442138	SCHEMBL12967834	CHEMBL2442138
CHEMBL2442137	SCHEMBL12967782	CHEMBL2442137
CHEMBL2442136	SCHEMBL12968094	CHEMBL2442136
CHEMBL2442135	SCHEMBL12968077	CHEMBL2442135
CHEMBL2442133	SCHEMBL12967816	CHEMBL2442133
CHEMBL2442132	SCHEMBL12967814	CHEMBL2442132
CHEMBL2442131	SCHEMBL12967806	CHEMBL2442131
CHEMBL2442130	SCHEMBL12967813	CHEMBL2442130
CHEMBL2442129	SCHEMBL12967824	CHEMBL2442129
CHEMBL2442128	SCHEMBL12967779	CHEMBL2442128
CHEMBL2442127	SCHEMBL12967831	CHEMBL2442127
CHEMBL2442126	SCHEMBL12967777	CHEMBL2442126
CHEMBL3093579	SCHEMBL1259611	CHEMBL3093579
CHEMBL3093581	SCHEMBL1259890	CHEMBL3093581
CHEMBL3093583	SCHEMBL13756604	CHEMBL3093583
CHEMBL3093586	SCHEMBL2513819	CHEMBL3093586
CHEMBL3093588	SCHEMBL2518389	CHEMBL3093588
CHEMBL2105717	SCHEMBL360795	Cabozantinib
CHEMBL3039525	SCHEMBL1727298	Golvatinib
CHEMBL3334555	SCHEMBL12487531	CHEMBL3334555
CHEMBL3334556	SCHEMBL12693351	CHEMBL3334556
CHEMBL3334557	SCHEMBL12689730	CHEMBL3334557
CHEMBL3334558	SCHEMBL12486093	CHEMBL3334558
CHEMBL3334559	SCHEMBL12487753	CHEMBL3334559
CHEMBL3334560	SCHEMBL12487755	CHEMBL3334560
CHEMBL3334541	SCHEMBL12693331	CHEMBL3334541
CHEMBL3334542	SCHEMBL12486129	CHEMBL3334542
CHEMBL3334543	SCHEMBL12487775	CHEMBL3334543
CHEMBL3334544	SCHEMBL12487373	CHEMBL3334544
CHEMBL3334545	SCHEMBL12489715	CHEMBL3334545
CHEMBL3334546	SCHEMBL12689877	CHEMBL3334546
CHEMBL3334547	SCHEMBL12487807	CHEMBL3334547
CHEMBL3334548	SCHEMBL12486927	CHEMBL3334548
CHEMBL3334549	SCHEMBL12487158	CHEMBL3334549
CHEMBL3334550	SCHEMBL12689706	CHEMBL3334550
CHEMBL3334551	SCHEMBL2174662	CHEMBL3334551
CHEMBL3334552	SCHEMBL12689713	CHEMBL3334552
CHEMBL3334540	SCHEMBL12487441	CHEMBL3334540
CHEMBL3334561	SCHEMBL12689756	CHEMBL3334561
CHEMBL3334563	SCHEMBL12486088	CHEMBL3334563
CHEMBL3334565	SCHEMBL12489194	CHEMBL3334565
CHEMBL3334566	SCHEMBL12487454	CHEMBL3334566
CHEMBL3334567	SCHEMBL12489208	Savolitinib
CHEMBL3334568	SCHEMBL12690037	CHEMBL3334568
CHEMBL3334569	SCHEMBL12690039	CHEMBL3334569
CHEMBL3334570	SCHEMBL12489803	CHEMBL3334570
CHEMBL560733	SCHEMBL988972	CHEMBL560733
CHEMBL3402762	SCHEMBL1296895	Tepotinib
CHEMBL3402761	SCHEMBL3096011	CHEMBL3402761
CHEMBL3402760	SCHEMBL3089502	CHEMBL3402760
CHEMBL3402759	SCHEMBL13152759	CHEMBL3402759
CHEMBL3402758	SCHEMBL3092280	CHEMBL3402758
CHEMBL3402757	SCHEMBL3087171	CHEMBL3402757
CHEMBL3402756	SCHEMBL3090717	CHEMBL3402756
CHEMBL3402743	SCHEMBL2672383	CHEMBL3402743
CHEMBL3402742	SCHEMBL12773350	CHEMBL3402742
CHEMBL3402765	SCHEMBL2673105	CHEMBL3402765
CHEMBL3402764	SCHEMBL4125758	CHEMBL3402764
CHEMBL3402763	SCHEMBL12513770	CHEMBL3402763
CHEMBL3402754	SCHEMBL3101484	CHEMBL3402754
CHEMBL3402753	SCHEMBL3088627	CHEMBL3402753
CHEMBL3402750	SCHEMBL3057888	CHEMBL3402750
CHEMBL3402749	SCHEMBL2466222	CHEMBL3402749
CHEMBL3402746	SCHEMBL3047119	CHEMBL3402746
CHEMBL3402741	SCHEMBL6842681	CHEMBL3402741
CHEMBL3414925	SCHEMBL9910460	CHEMBL3414925
CHEMBL3414923	SCHEMBL9910466	CHEMBL3414923
CHEMBL3414921	SCHEMBL9910462	CHEMBL3414921
CHEMBL3414920	SCHEMBL4143114	CHEMBL3414920
CHEMBL3414577	SCHEMBL9910453	CHEMBL3414577
CHEMBL3414915	SCHEMBL2696038	CHEMBL3414915
CHEMBL3414914	SCHEMBL9910496	CHEMBL3414914
CHEMBL3414913	SCHEMBL9910493	CHEMBL3414913
CHEMBL3414739	SCHEMBL2698530	CHEMBL3414739
CHEMBL3414736	SCHEMBL9910495	CHEMBL3414736
CHEMBL3414924	SCHEMBL9910450	CHEMBL3414924
CHEMBL3414916	SCHEMBL9910461	CHEMBL3414916
CHEMBL3414743	SCHEMBL2700939	CHEMBL3414743
CHEMBL3414733	SCHEMBL2696445	6-((8-fluoro-6-phenyl-[1,2,4]triazolo[4,3-a]pyridin-3-yl)methyl)quinoline
CHEMBL3414732	SCHEMBL9910350	CHEMBL3414732
CHEMBL3414731	SCHEMBL9910343	CHEMBL3414731
CHEMBL3414730	SCHEMBL9910323	CHEMBL3414730
CHEMBL2133806	SCHEMBL182199	JNJ-38877605
CHEMBL3764045	SCHEMBL1132590	TAS-115
CHEMBL3188267	SCHEMBL1426819	capmatinib
CHEMBL2103882	SCHEMBL44944	Tivantinib
CHEMBL1738731	SCHEMBL1659100	NVP-BVU972
CHEMBL3786495	SCHEMBL2699304	CHEMBL3786495
CHEMBL3786314	SCHEMBL2696938	CHEMBL3786314
CHEMBL3785199	SCHEMBL9910527	CHEMBL3785199
CHEMBL3785094	SCHEMBL2698344	CHEMBL3785094
CHEMBL3787109	SCHEMBL2698173	CHEMBL3787109
CHEMBL3787004	SCHEMBL2700895	CHEMBL3787004
CHEMBL3786005	SCHEMBL2697761	CHEMBL3786005
CHEMBL3785909	SCHEMBL4304600	AMG-337
CHEMBL3800420	SCHEMBL15309750	CHEMBL3800420
CHEMBL3797871	SCHEMBL15309498	CHEMBL3797871
CHEMBL3800061	SCHEMBL15309666	CHEMBL3800061
CHEMBL3798974	SCHEMBL15309305	CHEMBL3798974
CHEMBL3799231	SCHEMBL15309575	CHEMBL3799231
CHEMBL3798619	SCHEMBL15309716	CHEMBL3798619
CHEMBL3798746	SCHEMBL15309695	CHEMBL3798746
CHEMBL3798590	SCHEMBL15309894	CHEMBL3798590
CHEMBL3800295	SCHEMBL15314709	CHEMBL3800295
CHEMBL3799924	SCHEMBL15309670	CHEMBL3799924
CHEMBL3797914	SCHEMBL15309675	CHEMBL3797914
CHEMBL3798660	SCHEMBL15309601	CHEMBL3798660
CHEMBL3797547	SCHEMBL15309553	CHEMBL3797547
CHEMBL3798174	SCHEMBL15309711	CHEMBL3798174
CHEMBL3798130	SCHEMBL15309669	CHEMBL3798130
CHEMBL3797307	SCHEMBL15309437	CHEMBL3797307
CHEMBL3798623	SCHEMBL15309499	CHEMBL3798623
CHEMBL3800427	SCHEMBL15309772	CHEMBL3800427
CHEMBL3798542	SCHEMBL15309976	CHEMBL3798542
CHEMBL3799192	SCHEMBL15309832	CHEMBL3799192
CHEMBL3797911	SCHEMBL15309555	CHEMBL3797911
CHEMBL3810063	SCHEMBL1963111	NPS-1034
CHEMBL3818387	SCHEMBL17578942	CHEMBL3818387
CHEMBL3818247	SCHEMBL17483607	CHEMBL3818247
CHEMBL3819436	SCHEMBL17579106	CHEMBL3819436
CHEMBL3818738	SCHEMBL17579182	CHEMBL3818738
CHEMBL3818743	SCHEMBL17580089	CHEMBL3818743
CHEMBL3818731	SCHEMBL17580961	CHEMBL3818731
CHEMBL3818361	SCHEMBL17579002	CHEMBL3818361
CHEMBL3818928	SCHEMBL17579745	CHEMBL3818928
CHEMBL3545365	SCHEMBL139906	Altiratinib
CHEMBL3651427	SCHEMBL12795563	BDBM2216
CHEMBL3651428	SCHEMBL12795593	BDBM2218
CHEMBL3659620	SCHEMBL1697078	2-fluoro-N-[(2R)-2-hydroxypropyl]-4-[7-(quinolin-6-ylmethyl)imidazo[1,2-b][1,2,4]triazin-2-yl]benzamide
CHEMBL3659621	SCHEMBL1697110	SCHEMBL1697110
CHEMBL3659622	SCHEMBL2379334	2-chloro-N-[(1S)-1-(5-methyl-1,2,4-oxadiazol-3-yl)ethyl]-4-[7-(quinolin-6-ylmethyl)imidazo[1,2-b][1,2,4]triazin-2-yl]benzamide
CHEMBL3659623	SCHEMBL1697069	N-methyl-5-[7-(quinolin-6-ylmethyl)imidazo[1,2-b][1,2,4]triazin-2-yl]pyridine-2-carboxamide
CHEMBL3659624	SCHEMBL1697083	N,2-dimethyl-4-[7-(quinolin-6-ylmethyl)imidazo[1,2-b][1,2,4]triazin-2-yl]benzamide
CHEMBL3674505	SCHEMBL10162563	CHEMBL3674505
CHEMBL4114735	SCHEMBL9105275	SCHEMBL9105275
CHEMBL3674521	SCHEMBL10162661	CHEMBL3674521
CHEMBL4114731	SCHEMBL9105546	SCHEMBL9105546
CHEMBL3674540	SCHEMBL1163310	SCHEMBL1163310
CHEMBL3674548	SCHEMBL10162906	CHEMBL3674548
CHEMBL3674549	SCHEMBL10162923	CHEMBL3674549
CHEMBL3674550	SCHEMBL10162920	CHEMBL3674550
CHEMBL3674552	SCHEMBL10162932	CHEMBL3674552
CHEMBL3674553	SCHEMBL10162931	CHEMBL3674553
CHEMBL4114743	SCHEMBL9099458	SCHEMBL9099458
CHEMBL3648230	SCHEMBL12795432	CHEMBL3648230
CHEMBL3651420	SCHEMBL12795431	CHEMBL3651420
CHEMBL3648231	SCHEMBL12795435	CHEMBL3648231
CHEMBL3651421	SCHEMBL12795437	CHEMBL3651421
CHEMBL3648238	SCHEMBL6518153	SCHEMBL6518153
CHEMBL3648239	SCHEMBL6523408	SCHEMBL6523408
CHEMBL3648251	SCHEMBL6526632	SCHEMBL6526632
CHEMBL3648253	SCHEMBL6524683	SCHEMBL6524683
CHEMBL3648257	SCHEMBL12795490	CHEMBL3648257
CHEMBL3651403	SCHEMBL12795594	CHEMBL3651403
CHEMBL3651410	SCHEMBL6525860	SCHEMBL6525860
CHEMBL3651415	SCHEMBL12795674	CHEMBL3651415
CHEMBL3660144	SCHEMBL3425778	SCHEMBL3425778
CHEMBL3660145	SCHEMBL3426338	SCHEMBL3426338
CHEMBL3660146	SCHEMBL3426329	SCHEMBL3426329
CHEMBL3660147	SCHEMBL3424282	SCHEMBL3424282
CHEMBL3660148	SCHEMBL3423515	SCHEMBL3423515
CHEMBL3685756	SCHEMBL10212451	CHEMBL3685756
CHEMBL3639463	SCHEMBL15133770	CHEMBL3639463
CHEMBL3647532	SCHEMBL16241911	CHEMBL3647532
CHEMBL3647531	SCHEMBL15133867	CHEMBL3647531
CHEMBL3703194	SCHEMBL16426788	CHEMBL3703194
CHEMBL3703195	SCHEMBL15560598	CHEMBL3703195
CHEMBL3703196	SCHEMBL15560713	CHEMBL3703196
CHEMBL3703197	SCHEMBL16426458	CHEMBL3703197
CHEMBL3703938	SCHEMBL15254245	CHEMBL3703938
CHEMBL3703939	SCHEMBL14784494	CHEMBL3703939
CHEMBL3703940	SCHEMBL14793214	CHEMBL3703940
CHEMBL3703941	SCHEMBL20377076	CHEMBL3703941
CHEMBL3703942	SCHEMBL14786562	CHEMBL3703942
CHEMBL3703943	SCHEMBL14783679	CHEMBL3703943
CHEMBL3703944	SCHEMBL14783551	CHEMBL3703944
CHEMBL3703945	SCHEMBL14784506	CHEMBL3703945
CHEMBL3703946	SCHEMBL15257697	CHEMBL3703946
CHEMBL3703947	SCHEMBL14793321	CHEMBL3703947
CHEMBL3703948	SCHEMBL14786482	CHEMBL3703948
CHEMBL3703949	SCHEMBL14783362	CHEMBL3703949
CHEMBL3703950	SCHEMBL14793324	CHEMBL3703950
CHEMBL3703951	SCHEMBL14783733	CHEMBL3703951
CHEMBL3703952	SCHEMBL14783243	CHEMBL3703952
CHEMBL3703953	SCHEMBL14783817	CHEMBL3703953
CHEMBL3704023	SCHEMBL14793240	CHEMBL3704023
CHEMBL3703954	SCHEMBL14783660	CHEMBL3703954
CHEMBL3703955	SCHEMBL15257699	CHEMBL3703955
CHEMBL3703956	SCHEMBL14793128	CHEMBL3703956
CHEMBL3703957	SCHEMBL20391415	CHEMBL3703957
CHEMBL3703958	SCHEMBL14783421	CHEMBL3703958
CHEMBL3703959	SCHEMBL14783537	CHEMBL3703959
CHEMBL3703960	SCHEMBL14784041	CHEMBL3703960
CHEMBL3640028	SCHEMBL14793260	CHEMBL3640028
CHEMBL3703961	SCHEMBL14783866	CHEMBL3703961
CHEMBL3703962	SCHEMBL14783748	CHEMBL3703962
CHEMBL3703963	SCHEMBL14784499	CHEMBL3703963
CHEMBL3703964	SCHEMBL14784005	CHEMBL3703964
CHEMBL3703965	SCHEMBL14784441	CHEMBL3703965
CHEMBL3703966	SCHEMBL14783588	CHEMBL3703966
CHEMBL3703967	SCHEMBL14783485	CHEMBL3703967
CHEMBL3703968	SCHEMBL14783560	CHEMBL3703968
CHEMBL3703969	SCHEMBL14783321	CHEMBL3703969
CHEMBL3703970	SCHEMBL14786530	CHEMBL3703970
CHEMBL3703971	SCHEMBL14793254	CHEMBL3703971
CHEMBL3703972	SCHEMBL14784587	CHEMBL3703972
CHEMBL3703973	SCHEMBL14784340	CHEMBL3703973
CHEMBL3703974	SCHEMBL14784091	CHEMBL3703974
CHEMBL3703975	SCHEMBL15257710	CHEMBL3703975
CHEMBL3703976	SCHEMBL14783911	CHEMBL3703976
CHEMBL3703977	SCHEMBL14793277	CHEMBL3703977
CHEMBL3703978	SCHEMBL14793257	CHEMBL3703978
CHEMBL3703979	SCHEMBL14784336	CHEMBL3703979
CHEMBL3703980	SCHEMBL14783398	CHEMBL3703980
CHEMBL3704024	SCHEMBL15259189	CHEMBL3704024
CHEMBL3703981	SCHEMBL14786519	CHEMBL3703981
CHEMBL3703982	SCHEMBL14784126	CHEMBL3703982
CHEMBL3703983	SCHEMBL14783354	CHEMBL3703983
CHEMBL3703984	SCHEMBL14783682	CHEMBL3703984
CHEMBL3703985	SCHEMBL14784052	CHEMBL3703985
CHEMBL3703986	SCHEMBL14793331	CHEMBL3703986
CHEMBL3703987	SCHEMBL15257713	CHEMBL3703987
CHEMBL3703988	SCHEMBL14784259	CHEMBL3703988
CHEMBL3703989	SCHEMBL14784523	CHEMBL3703989
CHEMBL3703990	SCHEMBL14793382	CHEMBL3703990
CHEMBL3703991	SCHEMBL14793379	CHEMBL3703991
CHEMBL3703992	SCHEMBL14783753	CHEMBL3703992
